genres,id,keywords,overview,tagline,title,cast,crew
['Drama'],26171,"['family relationships', 'doctor', 'retired', 'visit', 'widower', 'duringcreditsstinger', 'heart trouble']","['Eight', 'months', 'after', 'the', 'death', 'of', 'his', 'wife,', 'Frank', 'Goode', 'looks', 'forward', 'to', 'a', 'reunion', 'with', 'his', 'four', 'adult', 'children.', 'When', 'all', 'of', 'them', 'cancel', 'their', 'visits', 'at', 'the', 'last', 'minute,', 'Frank,', 'against', 'the', 'advice', 'of', 'his', 'doctor,', 'sets', 'out', 'on', 'a', 'road', 'trip', 'to', 'reconnect', 'with', 'his', 'offspring.', 'As', 'he', 'visits', 'each', 'one', 'in', 'turn,', 'Frank', 'finds', 'that', 'his', ""children's"", 'lives', 'are', 'not', 'quite', 'as', 'picture-perfect', 'as', ""they've"", 'made', 'them', 'out', 'to', 'be.']","[""Frank's"", 'travelling', 'light', 'but', 'carrying', 'excess', 'baggage.']",Everybody's Fine,"['Robert De Niro', 'Drew Barrymore', 'Kate Beckinsale']",['Kirk Jones']
"['Comedy', 'Family']",31117,"['baby', 'baseball', 'scientific study', 'computer', 'genius', 'mind control', 'good vs evil', 'baby geniuses']","['Following', 'on', 'from', 'the', 'plot', 'of', 'the', 'last', 'movie,', 'babies', 'can', 'communicate', 'with', 'each', 'other', 'using', ""'baby"", ""talk',"", 'and', 'have', 'an', 'innate', 'knowledge', 'of', 'the', 'secrets', 'of', 'the', 'universe.', 'The', 'baby', 'geniuses', 'become', 'involved', 'in', 'a', 'scheme', 'by', 'media', 'mogul', 'Bill', 'Biscane', '(Jon', 'Voight).', 'Helping', 'the', 'geniuses', 'is', 'a', 'legendary', 'superbaby', 'named', 'Kahuna.', 'He', 'joins', 'up', 'with', 'several', 'other', 'babies', 'in', 'an', 'attempt', 'to', 'stop', 'Biscane,', 'who', 'intends', 'to', 'use', 'a', 'state-of-the-art', 'satellite', 'system', 'to', 'control', 'the', ""world's"", 'population.']","['Meet', 'the', 'new', 'generation', 'of', 'superheroes.']",Superbabies: Baby Geniuses 2,"['Jon Voight', 'Scott Baio', 'Vanessa Angel']",['Bob Clark']
"['Action', 'Comedy', 'Crime']",9074,"['mistake in person', 'false identity', 'arms dealer', 'cop', 'police officer', 'dentist']","['Special', 'Agent', 'Derrick', 'Vann', 'is', 'a', 'man', 'out', 'to', 'get', 'the', 'man', 'who', 'killed', 'his', 'partner', 'but', 'a', 'case', 'of', 'mistaken', 'identity', 'leads', 'him', 'to', 'Andy', 'Fidler,', 'a', 'salesman', 'with', 'too', 'many', 'questions', 'and', 'a', 'knack', 'of', 'getting', 'in', 'Vanns', 'way']","['One', 'guy', 'walks', 'the', 'walk.', 'The', 'other', 'talks', 'and', 'talks.']",The Man,"['Samuel L. Jackson', 'Eugene Levy', 'Luke Goss']",['Les Mayfield']
['Comedy'],15673,"['gay', 'drag queen', 'mistaken identity']","['After', 'accidentally', 'witnessing', 'a', 'mafia', 'hit', 'in', 'the', 'Windy', 'City,', 'gal', 'pals', 'Connie', 'and', 'Carla', 'skip', 'town', 'for', 'L.A.,', 'where', 'they', 'go', 'way', 'undercover', 'as', 'singers', 'working', 'the', ""city's"", 'dinner', 'theater', 'circuit', '...', 'as', 'drag', 'queens.', 'Now,', ""it's"", 'not', 'enough', 'that', 'they', 'become', 'big', 'hits', 'on', 'the', 'scene;', 'things', 'get', 'extra-weird', 'when', 'Connie', 'meets', 'Jeff', '--', 'a', 'guy', ""she'd"", 'like', 'to', 'be', 'a', 'woman', 'with']","['When', 'you', 'follow', 'your', 'dream,', ""there's"", 'no', 'telling', 'what', ""you'll"", 'become.']",Connie and Carla,"['Nia Vardalos', 'Toni Collette', 'David Duchovny']",['Michael Lembeck']
"['Comedy', 'Drama', 'Music', 'Romance']",42618,"['broken engagement', 'charity', 'celebrity', 'tragic love', 'dancehall girl', 'based on stage musical', 'based on film']","['Taxi', 'dancer', 'Charity', 'continues', 'to', 'have', 'Faith', 'in', 'the', 'human', 'race', 'despite', 'apparently', 'endless', 'disappointments', 'at', 'its', 'hands,', 'and', 'Hope', 'that', 'she', 'will', 'finally', 'meet', 'the', 'nice', 'young', 'man', 'to', 'romance', 'her', 'away', 'from', 'her', 'sleazy', 'life.', 'Maybe,', 'just', 'maybe,', 'handsome', 'Oscar', 'will', 'be', 'the', 'one', 'to', 'do', 'it.']","['Love', 'is', 'what', ""it's"", 'all', 'about!']",Sweet Charity,"['Shirley MacLaine', 'John McMartin', 'Ricardo Montalban']",['Bob Fosse']
"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",171274,"['based on novel', '1970s', 'private investigator', 'smoking marijuana', 'los angeles', '1960s']","['In', 'Los', 'Angeles', 'at', 'the', 'turn', 'of', 'the', '1970s,', 'drug-fueled', 'detective', 'Larry', '""Doc""', 'Sportello', 'investigates', 'the', 'disappearance', 'of', 'an', 'ex-girlfriend.']","['Under', 'the', 'paving', 'stones,', 'the', 'beach!']",Inherent Vice,"['Joaquin Phoenix', 'Josh Brolin', 'Owen Wilson']",['Paul Thomas Anderson']
['Family'],24432,[],"['This', 'is', 'the', 'story', 'of', 'Doogal,', 'an', 'adorable', 'candy-loving', 'mutt', 'who', 'goes', 'on', 'a', 'mission', 'to', 'save', 'the', 'world.']","['Things', 'are', 'about', 'to', 'get', 'hairy.']",Doogal,"['Daniel Tay', 'Jimmy Fallon', 'Jon Stewart']",['Frank Passingham']
"['Music', 'Drama']",109417,"['musical', '3d']","['A', 'down-on-his-luck', 'coach', 'is', 'hired', 'to', 'prepare', 'a', 'team', 'of', 'the', 'best', 'American', 'dancers', 'for', 'an', 'international', 'tournament', 'that', 'attracts', 'all', 'the', 'best', 'crews', 'from', 'around', 'the', 'world,', 'but', 'the', 'Americans', ""haven't"", 'won', 'in', 'fifteen', 'years.']","['The', 'World', 'is', 'watching']",Battle of the Year,"['Josh Holloway', 'Josh Peck', 'Chris Brown']",['Benson Lee']
"['Comedy', 'Fantasy']",13948,"['terrorist', 'parody', 'documentary filmmaker', 'sattire']","['In', 'An', 'American', 'Carol', 'a', 'cynical,', 'Anti-American', 'Hollywood', 'filmmaker', 'sets', 'out', 'on', 'a', 'crusade', 'to', 'abolish', 'the', '4th', 'of', 'July', 'holiday.', 'He', 'is', 'visited', 'by', 'three', 'spirits', 'who', 'take', 'him', 'on', 'a', 'hilarious', 'journey', 'in', 'an', 'attempt', 'to', 'show', 'him', 'the', 'true', 'meaning', 'of', 'America.']","['Laugh', 'like', ""you're"", 'country', 'depends', 'on', 'it.']",An American Carol,"['Kevin Farley', 'Kelsey Grammer', 'Leslie Nielsen']",['David Zucker']
"['Action', 'Crime', 'Thriller']",106747,"['mexico', 'white house', 'nuclear missile', 'machete', 'outer space']","['Ex-Federale', 'agent', 'Machete', 'is', 'recruited', 'by', 'the', 'President', 'of', 'the', 'United', 'States', 'for', 'a', 'mission', 'which', 'would', 'be', 'impossible', 'for', 'any', 'mortal', 'man', '–', 'he', 'must', 'take', 'down', 'a', 'madman', 'revolutionary', 'and', 'an', 'eccentric', 'billionaire', 'arms', 'dealer', 'who', 'has', 'hatched', 'a', 'plan', 'to', 'spread', 'war', 'and', 'anarchy', 'across', 'the', 'planet.']","['Trained', 'to', 'kill.', 'Left', 'for', 'dead.', 'Back', 'for', 'more.']",Machete Kills,"['Danny Trejo', 'Mel Gibson', 'Amber Heard']",['Robert Rodriguez']
['Horror'],10929,"['bad boss', 'evil mother', 'revenge', 'humiliation', 'obedience']","['Desperate', 'for', 'companionship,', 'the', 'repressed', 'Willard', 'befriends', 'a', 'group', 'of', 'rats', 'that', 'inhabit', 'his', 'late', ""father's"", 'deteriorating', 'mansion.', 'In', 'these', 'furry', 'creatures,', 'Willard', 'finds', 'temporary', 'refuge', 'from', 'daily', 'abuse', 'at', 'the', 'hands', 'of', 'his', 'bedridden', 'mother', 'and', 'his', ""father's"", 'old', 'partner,', 'Frank.', 'Soon', 'it', 'becomes', 'clear', 'that', 'the', 'brood', 'of', 'rodents', 'is', 'ready', 'and', 'willing', 'to', 'exact', 'a', 'vicious,', 'deadly', 'revenge', 'on', 'anyone', 'who', 'dares', 'to', 'bully', 'their', 'sensitive', 'new', 'master.']","['When', 'the', ""cat's"", 'away,', 'the', 'rats', 'will', 'play.']",Willard,"['Crispin Glover', 'R. Lee Ermey', 'Laura Harring']",['Glen Morgan']
['Comedy'],14220,"['tv show', 'bigfoot']","['With', 'the', 'ratings', 'dropping', 'for', 'a', 'wilderness-themed', 'TV', 'show,', 'two', 'animal', 'fans', 'go', 'to', 'the', 'Andes', 'in', 'search', 'of', 'Bigfoot.']","['This', ""ain't"", 'March', 'of', 'the', 'Penguins.']",Strange Wilderness,"['Steve Zahn', 'Allen Covert', 'Jonah Hill']",['Fred Wolf']
"['Comedy', 'Drama', 'Music']",46435,"['prostitute', 'musical', 'biography', 'telephone call', 'cigar smoking', 'drink', '\xa0gilbert and sullivan', ""gilbert and sullivan's princess ida"", 'piano duet', 'lyricist', 'exhibition']","['After', 'their', 'production', '""Princess', 'Ida""', 'meets', 'with', 'less-than-stunning', 'reviews,', 'the', 'relationship', 'between', 'Gilbert', 'and', 'Sullivan', 'is', 'strained', 'to', 'breaking.', 'Their', 'friends', 'and', 'associates', 'attempt', 'to', 'get', 'the', 'two', 'to', 'work', 'together', 'again,', 'which', 'opens', 'the', 'way', 'to', '""The', 'Mikado,""', 'one', 'of', 'the', ""duo's"", 'greatest', 'successes.']","['Gilbert', '&', 'Sullivan', '&', 'So', 'Much', 'More']",Topsy-Turvy,"['Allan Corduner', 'Jim Broadbent', 'Timothy Spall']",['Mike Leigh']
"['Comedy', 'Drama', 'War']",256962,"['japanese', 'world war ii', 'spirituality']","['An', 'eight-year-old', 'boy', 'is', 'willing', 'to', 'do', 'whatever', 'it', 'takes', 'to', 'end', 'World', 'War', 'II', 'so', 'he', 'can', 'bring', 'his', 'father', 'home.', 'The', 'story', 'reveals', 'the', 'indescribable', 'love', 'a', 'father', 'has', 'for', 'his', 'little', 'boy', 'and', 'the', 'love', 'a', 'son', 'has', 'for', 'his', 'father.']","['Believe', 'the', 'impossible.']",Little Boy,"['Jakob Salvati', 'Emily Watson', 'Cary-Hiroyuki Tagawa']",['Alejandro Monteverde']
"['Drama', 'Thriller']",48231,"['based on novel', 'psychoanalysis', 'sigmund freud', 'biography', 'spanking', 'based on play', 'cigar smoking', 'cheating husband', 'based on true events']","['Seduced', 'by', 'the', 'challenge', 'of', 'an', 'impossible', 'case,', 'the', 'driven', 'Dr.', 'Carl', 'Jung', 'takes', 'the', 'unbalanced', 'yet', 'beautiful', 'Sabina', 'Spielrein', 'as', 'his', 'patient.', 'Jung’s', 'weapon', 'is', 'the', 'method', 'of', 'his', 'master,', 'the', 'renowned', 'Sigmund', 'Freud.', 'Both', 'men', 'fall', 'under', 'Sabina’s', 'spell.']","['Why', 'deny', 'what', 'you', 'desire', 'the', 'most.']",A Dangerous Method,"['Keira Knightley', 'Viggo Mortensen', 'Michael Fassbender']",['David Cronenberg']
"['Animation', 'Science Fiction', 'Thriller']",3509,"['california', 'detective', 'based on novel', 'dream', 'undercover', 'cocaine', 'brain', 'exam', 'future', 'test', 'dystopia', 'assignment', 'cyberpunk', 'drug', 'surveillance', 'totalitarian', 'corporation', 'substance', 'schizophrenic', 'condition', 'neo-noir']","['An', 'undercover', 'cop', 'in', 'a', 'not-too-distant', 'future', 'becomes', 'involved', 'with', 'a', 'dangerous', 'new', 'drug', 'and', 'begins', 'to', 'lose', 'his', 'own', 'identity', 'as', 'a', 'result.']","['Everything', 'Is', 'Not', 'Going', 'To', 'Be', 'OK']",A Scanner Darkly,"['Keanu Reeves', 'Winona Ryder', 'Woody Harrelson']",['Richard Linklater']
['Drama'],82684,"['wave', 'surfing', 'sport', 'mentor protégé relationship', 'santa cruz california']","['Surfer', 'Jay', 'Moriarity', 'sets', 'out', 'to', 'ride', 'the', 'Northern', 'California', 'break', 'known', 'as', 'Mavericks.']","['Legends', 'Start', 'Somewhere']",Chasing Mavericks,"['Gerard Butler', 'Jonny Weston', 'Elisabeth Shue']",['Curtis Hanson']
"['Action', 'Fantasy', 'Horror', 'Thriller']",12142,"['detective', 'monster', 'professor', 'island', 'museum', 'darkness', 'alien life-form', 'paranormal', 'artifact', 'slow motion scene', 'flashback sequence', 'zombie', 'based on video game', 'occultism']","['Edward', 'Carnby', 'is', 'a', 'private', 'investigator', 'specializing', 'in', 'unexplainable', 'supernatural', 'phenomena.', 'His', 'cases', 'delve', 'into', 'the', 'dark', 'corners', 'of', 'the', 'world,', 'searching', 'for', 'truth', 'in', 'the', 'occult', 'remnants', 'of', 'ancient', 'civilizations.', 'Now,', 'the', 'greatest', 'mystery', 'of', 'his', 'past', 'is', 'about', 'to', 'become', 'the', 'most', 'dangerous', 'case', 'he', 'has', 'ever', 'faced.']","['Can', 'mankind', 'defeat', 'the', 'army', 'of', 'darkness', 'unleashed', 'by', 'an', 'ancient', 'evil', 'cult?']",Alone in the Dark,"['Christian Slater', 'Tara Reid', 'Stephen Dorff']",['Uwe Boll']
"['Comedy', 'Drama', 'Family', 'Music']",23367,"['new jersey', 'musical', 'battle of the bands', 'teenager', 'rock band']","['A', 'high', 'school', 'social', 'outcast', 'and', 'the', 'popular', 'girl', 'bond', 'through', 'a', 'shared', 'love', 'of', 'music.']","['Band', 'Together']",Bandslam,"['Vanessa Hudgens', 'Aly Michalka', 'Gaelan Connell']",['Todd Graff']
"['Drama', 'Mystery', 'Thriller']",10740,"['loss of husband', 'reincarnation', 'friends', 'little boy', 'independent film', 'wedding']","['It', 'took', 'Anna', '10', 'years', 'to', 'recover', 'from', 'the', 'death', 'of', 'her', 'husband,', 'Sean,', 'but', 'now', ""she's"", 'on', 'the', 'verge', 'of', 'marrying', 'her', 'boyfriend,', 'Joseph,', 'and', 'finally', 'moving', 'on.', 'However,', 'on', 'the', 'night', 'of', 'her', 'engagement', 'party,', 'a', 'young', 'boy', 'named', 'Sean', 'turns', 'up,', 'saying', 'he', 'is', 'her', 'dead', 'husband', 'reincarnated.', 'At', 'first', 'she', 'ignores', 'the', 'child,', 'but', 'his', 'knowledge', 'of', 'her', 'former', ""husband's"", 'life', 'is', 'uncanny,', 'leading', 'her', 'to', 'believe', 'that', 'he', 'might', 'be', 'telling', 'the', 'truth.']","['Be', 'careful', 'what', 'you', 'wish', 'for.']",Birth,"['Nicole Kidman', 'Cameron Bright', 'Danny Huston']",['Jonathan Glazer']
"['Crime', 'Drama', 'Thriller']",241239,"['corruption', 'capitalism', 'winter', 'american dream', 'immigrant', 'business ethics', 'truck', 'oil', 'lawyer', 'new york city', 'loan shark', 'coat', 'tunnel', '1980s', 'husband wife relationship', 'truck hijacking', 'bank loan']","['A', 'thriller', 'set', 'in', 'New', 'York', 'City', 'during', 'the', 'winter', 'of', '1981,', 'statistically', 'one', 'of', 'the', 'most', 'violent', 'years', 'in', 'the', ""city's"", 'history,', 'and', 'centered', 'on', 'a', 'the', 'lives', 'of', 'an', 'immigrant', 'and', 'his', 'family', 'trying', 'to', 'expand', 'their', 'business', 'and', 'capitalize', 'on', 'opportunities', 'as', 'the', 'rampant', 'violence,', 'decay,', 'and', 'corruption', 'of', 'the', 'day', 'drag', 'them', 'in', 'and', 'threaten', 'to', 'destroy', 'all', 'they', 'have', 'built.']","['The', 'result', 'is', 'never', 'in', 'question.', 'Just', 'the', 'path', 'you', 'take', 'to', 'get', 'there.']",A Most Violent Year,"['Oscar Isaac', 'Jessica Chastain', 'Albert Brooks']",['J.C. Chandor']
['Drama'],14914,['biography'],"['In', 'this', 'David', 'vs.', 'Goliath', 'drama', 'based', 'on', 'a', 'true', 'story,', 'college', 'professor', 'Robert', 'Kearns', '(Greg', 'Kinnear)', 'goes', 'up', 'against', 'the', 'giants', 'of', 'the', 'auto', 'industry', 'when', 'they', 'fail', 'to', 'give', 'him', 'credit', 'for', 'inventing', 'intermittent', 'windshield', 'wipers.', 'Kearns', 'doggedly', 'pursues', 'recognition', 'for', 'his', 'invention,', 'as', 'well', 'as', 'the', 'much-deserved', 'financial', 'rewards', 'for', 'the', 'sake', 'of', 'his', 'wife', '(Lauren', 'Graham)', 'and', 'six', 'kids.']","['Corporations', 'have', 'time,', 'money,', 'and', 'power', 'on', 'their', 'side.', 'All', 'Bob', 'Kearns', 'had', 'was', 'the', 'truth.']",Flash of Genius,"['Aaron Abrams', 'Alan Alda', 'Lauren Graham']",['Marc Abraham']
"['Drama', 'Music']",3902,"['rock and roll', 'music style', 'success', 'john f. kennedy', 'advancement', 'bob dylan', 'rock', 'biography', 'music', 'beatnik', 'motor-bike accident']","['Six', 'actors', 'portray', 'six', 'personas', 'of', 'music', 'legend', 'Bob', 'Dylan', 'in', 'scenes', 'depicting', 'various', 'stages', 'of', 'his', 'life,', 'chronicling', 'his', 'rise', 'from', 'unknown', 'folksinger', 'to', 'international', 'icon', 'and', 'revealing', 'how', 'Dylan', 'constantly', 'reinvented', 'himself.']","['All', 'I', 'Can', 'Do', 'Is', 'Be', 'Me', 'Whoever', 'That', 'Is']",I'm Not There.,"['Cate Blanchett', 'Heath Ledger', 'Julianne Moore']",['Todd Haynes']
"['Action', 'Thriller']",77948,"['kidnapping', 'spying', 'government']","['A', 'young', 'American', 'uncovers', 'a', 'conspiracy', 'during', 'his', 'attempt', 'to', 'save', 'his', 'family,', 'that', 'was', 'kidnapped', 'while', 'on', 'vacation', 'in', 'Spain.']","['Be', 'careful', 'who', 'you', 'trust.']",The Cold Light of Day,"['Henry Cavill', 'Verónica Echegui', 'Sigourney Weaver']",['Mabrouk El Mechri']
"['Adventure', 'Comedy', 'Drama', 'Romance']",21755,"['con man', 'estafa']","['The', 'Brothers', 'Bloom', 'are', 'the', 'best', 'con', 'men', 'in', 'the', 'world,', 'swindling', 'millionaires', 'with', 'complex', 'scenarios', 'of', 'lust', 'and', 'intrigue.', 'Now', ""they've"", 'decided', 'to', 'take', 'on', 'one', 'last', 'job', '–', 'showing', 'a', 'beautiful', 'and', 'eccentric', 'heiress', 'the', 'time', 'of', 'her', 'life', 'with', 'a', 'romantic', 'adventure', 'that', 'takes', 'them', 'around', 'the', 'world.']","[""They'd"", 'never', 'let', 'the', 'truth', 'come', 'between', 'them.']",The Brothers Bloom,"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo']",['Rian Johnson']
"['Adventure', 'Fantasy', 'Animation']",128,"['fight', 'wolf', 'village and town', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'anime']","['Ashitaka,', 'a', 'prince', 'of', 'the', 'disappearing', 'Ainu', 'tribe,', 'is', 'cursed', 'by', 'a', 'demonized', 'boar', 'god', 'and', 'must', 'journey', 'to', 'the', 'west', 'to', 'find', 'a', 'cure.', 'Along', 'the', 'way,', 'he', 'encounters', 'San,', 'a', 'young', 'human', 'woman', 'fighting', 'to', 'protect', 'the', 'forest,', 'and', 'Lady', 'Eboshi,', 'who', 'is', 'trying', 'to', 'destroy', 'it.', 'Ashitaka', 'must', 'find', 'a', 'way', 'to', 'bring', 'balance', 'to', 'this', 'conflict.']","['The', 'Fate', 'Of', 'The', 'World', 'Rests', 'On', 'The', 'Courage', 'Of', 'One', 'Warrior.']",Princess Mononoke,"['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka']",['Hayao Miyazaki']
"['Comedy', 'Music']",40932,"['camp', 'disco', 'woman director', 'village people']","['Movie', 'about', 'the', 'Village', 'People', 'filmed', 'in', 'a', 'documentary', 'style.']","['The', 'Musical', 'Comedy', 'Smash', 'of', 'the', ""80's!""]",Can't Stop the Music,"['Alex Briley', 'David Hodo', 'Glenn Hughes']",['Nancy Walker']
"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']",16608,"['gallows', 'australia', 'psychopath', 'outlaw', 'misanthrope', 'gang', 'shootout', 'sadist', 'brutality', 'violence', 'hideout', 'retribution', 'flogging', 'whipping', 'sunset', 'aborigine', 'savagery']","['Set', 'in', 'the', 'Australian', 'outback', 'in', 'the', '1880s,', 'the', 'movie', 'follows', 'the', 'series', 'of', 'events', 'following', 'the', 'horrific', 'rape', 'and', 'murder', 'of', 'the', 'Hopkins', 'family,', 'allegedly', 'committed', 'by', 'the', 'infamous', 'Burns', 'brothers', 'gang.', 'Captain', 'Morris', 'Stanley', 'captures', 'Charlie', 'Burns', 'and', 'gives', 'him', '9', 'days', 'to', 'kill', 'his', 'older', 'dangerous', 'psychopathic', 'brother,', 'or', 'else', ""they'll"", 'hang', 'his', 'younger', 'mentally', 'slow', 'brother', 'on', 'Christmas', 'Day.']","['This', 'land', 'will', 'be', 'civilized.']",The Proposition,"['Guy Pearce', 'Ray Winstone', 'Emily Watson']",['John Hillcoat']
['Drama'],334531,"['american football', 'biography', 'sport', 'championship']","['Freddie', 'Steinmark,', 'an', 'underdog', 'on', 'the', 'gridiron,', 'faces', 'the', 'toughest', 'challenge', 'of', 'his', 'life', 'after', 'leading', 'his', 'team', 'to', 'a', 'championship', 'season.']","['Hope', 'never', 'quits']",My All American,"['Aaron Eckhart', 'Finn Wittrock', 'Robin Tunney']",['Angelo Pizzo']
['Comedy'],32316,[],"['A', 'Jewish-American', 'Princess', 'is', 'forced', 'to', 'take', 'control', 'of', 'a', 'hard-core', 'hip-hop', 'record', 'label', 'and', 'tries', 'to', 'rein', 'the', 'one', 'of', 'the', ""label's"", 'most', 'controversial', 'rappers.']","['Uptown', 'Gets', 'Down.']",Marci X,"['Lisa Kudrow', 'Damon Wayans', 'Richard Benjamin']",['Richard Benjamin']
"['Action', 'Science Fiction', 'Thriller']",7299,"['resistance', 'fascism', 'totalitarian regime', 'destroy', 'phasing', 'dystopia', 'book burning', 'outlaw', 'government agent']","['In', 'a', 'dystopian', 'future,', 'a', 'totalitarian', 'regime', 'maintains', 'peace', 'by', 'subduing', 'the', 'populace', 'with', 'a', 'drug,', 'and', 'displays', 'of', 'emotion', 'are', 'punishable', 'by', 'death.', 'A', 'man', 'in', 'charge', 'of', 'enforcing', 'the', 'law', 'rises', 'to', 'overthrow', 'the', 'system.']","['In', 'a', 'future', 'where', 'freedom', 'is', 'outlawed,', 'outlaws', 'will', 'become', 'heroes.']",Equilibrium,"['Christian Bale', 'Taye Diggs', 'Emily Watson']",['Kurt Wimmer']
"['Drama', 'War']",13405,"['based on true story', 'duringcreditsstinger']","['About', 'young', 'British', 'journalist,', 'George', 'Hogg,', 'who', 'with', 'the', 'assistance', 'of', 'a', 'courageous', 'Australian', 'nurse,', 'saves', 'a', 'group', 'of', 'orphaned', 'children', 'during', 'the', 'Japanese', 'occupation', 'of', 'China', 'in', '1937.']","['War', 'made', 'them', 'orphans,', 'one', 'man', 'made', 'them', 'legends']",The Children of Huang Shi,"['Jonathan Rhys Meyers', 'Radha Mitchell', 'Chow Yun-fat']",['Roger Spottiswoode']
"['Drama', 'Action', 'Thriller', 'Crime']",19457,"['corruption', 'subway', 'infiltration', 'criminal']","['In', 'the', 'rail', 'yards', 'of', 'Queens,', 'contractors', 'repair', 'and', 'rebuild', 'the', ""city's"", 'subway', 'cars.', 'These', 'contracts', 'are', 'lucrative,', 'so', 'graft', 'and', 'corruption', 'are', 'rife.', 'When', 'Leo', 'Handler', 'gets', 'out', 'of', 'prison,', 'he', 'finds', 'his', 'aunt', 'married', 'to', 'Frank', 'Olchin,', 'one', 'of', 'the', 'big', 'contractors;', ""he's"", 'battling', 'with', 'a', 'minority-owned', 'firm', 'for', 'contracts.']","[""He's"", 'the', 'target', 'of', 'the', 'most', 'merciless', 'family', 'in', 'New', 'York.', 'His', 'own.']",The Yards,"['Mark Wahlberg', 'Joaquin Phoenix', 'Charlize Theron']",['James Gray']
"['Animation', 'Fantasy', 'Science Fiction']",8953,"['england', 'inventor', 'ball', 'boy', 'industrial revolution', 'kugel', 'steampunk', 'energy', '19th century', 'steam']","['After', 'receiving', 'a', 'package', 'from', 'his', 'Grandfather,', 'Rei,', 'a', 'young', 'inventor', 'living', 'in', 'England', 'during', 'the', 'mid-19th', 'century,', 'has', 'his', 'life', 'thrown', 'into', 'disarray.', 'The', 'package', 'contains', 'a', '""Steam', 'Ball"",', 'a', 'device', 'of', 'incredible', 'power,', 'and', 'a', 'letter', 'asking', 'him', 'to', 'guard', 'it.', 'Rei', 'must', 'evade', 'capture', 'from', 'the', 'nefarious', '""O\'Hara', 'Foundation""', 'who', 'will', 'do', 'anything', 'to', 'steal', 'the', 'device', 'and', 'use', 'it', 'for', 'their', 'own', 'nefarious', 'means.']","['He', 'will', 'save', 'the', 'future.']",Steamboy,"['Anne Suzuki', 'Masane Tsukayama', 'Katsuo Nakamura']",['Katsuhiro Ōtomo']
"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']",46503,"['difficult childhood', 'patriarch', 'childhood trauma', 'dysfunctional marriage']","['Newly-discovered', 'facts,', 'court', 'records', 'and', 'speculation', 'are', 'used', 'to', 'elaborate', 'the', 'true', 'love', 'story', 'and', 'murder', 'mystery', 'of', 'the', 'most', 'notorious', 'unsolved', 'murder', 'case', 'in', 'New', 'York', 'history.']","['The', 'perfect', 'love', 'story.', 'Until', 'it', 'became', 'the', 'perfect', 'crime.']",All Good Things,"['Kirsten Dunst', 'Ryan Gosling', 'Kristen Wiig']",['Andrew Jarecki']
"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",13688,"['little boy', 'ufo', 'extraterrestrial']","['Ti,', 'a', 'really', 'poor', 'construction', 'worker', 'that', 'struggles', 'to', 'keep', 'his', 'son,', 'Dicky,', 'in', 'private', 'school,', 'mistakes', 'an', 'orb', 'he', 'finds', 'in', 'a', 'junkjard', 'for', 'a', 'toy', 'which', 'proves', 'to', 'be', 'much,', 'much', 'more', 'once', 'the', 'young', 'boy', 'starts', 'to', 'play', 'with', 'it.']","[""It's"", 'out', 'of', 'this', 'world.']",CJ7,"['Stephen Chow', 'Xu Jiao', 'Kitty Zhang Yuqi']",['Stephen Chow']
"['Comedy', 'Fantasy']",10353,"['mephisto', 'french revolution', 'time travel', 'leap in time', 'knight', 'wedding', 'middle ages']","['The', 'sequel', 'to', 'The', 'Visitors', 'reunites', 'us', 'with', 'those', 'lovable', 'ruffians', 'from', 'the', 'French', 'Medieval', 'ages', 'who', '-', 'through', 'magic', '-', 'are', 'transported', 'into', 'the', 'present,', 'with', 'often', 'drastic', 'consequences.', 'Godefroy', 'de', 'Montmirail', 'travels', 'to', 'today', 'to', 'recover', 'the', 'missing', 'family', 'jewels', 'and', 'a', 'sacred', 'relic,', 'guarantor', 'of', 'his', ""wife-to-be's"", 'fertility.', 'The', 'confrontation', 'between', ""Godefroy's"", 'repellent', 'servant', 'Jack', 'the', 'Crack', 'and', 'his', 'descendent,', 'the', 'effete', 'Jacquart,', 'present-day', 'owner', 'of', 'the', 'chateau,', 'further', 'complicates', 'the', 'matter.']","['They', 'come', 'back!']",The Visitors II: The Corridors of Time,"['Christian Clavier', 'Jean Reno', 'Marie-Anne Chazel']",['Jean-Marie Poiré']
"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",43935,"['detective', 'vampire', 'supernatural', 'zombie', 'werewolf', 'ghouls']","['Supernatural', 'private', 'eye,', 'Dylan', 'Dog,', 'seeks', 'out', 'the', 'monsters', 'of', 'the', 'Louisiana', 'bayou', 'in', 'his', 'signature', 'red', 'shirt,', 'black', 'jacket', 'and', 'blue', 'jeans.']","['No', 'pulse?', 'No', 'problem']",Dylan Dog: Dead of Night,"['Brandon Routh', 'Peter Stormare', 'Sam Huntington']",['Kevin Munroe']
